number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,booking status,reservation_month,reservation_dayofweek,total_nights,price_per_night,is_family,total_guests,weekend_share,previous_bookings,previous_cancel_ratio,has_special_requests,Booking_ID
2,0,0,3,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,96.3,0,1,8,5,3,24.075,0,2,0.0,0,0.0,0,INN15490
1,0,2,2,Meal Plan 1,0,Room_Type 4,119,Online,0,0,0,144.45,0,1,8,6,4,28.889999999999997,0,1,0.4,0,0.0,0,INN15491
2,0,1,3,Not Selected,0,Room_Type 1,107,Online,0,0,0,61.09,1,0,12,2,4,12.218,0,2,0.2,0,0.0,1,INN15492
2,1,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,121.5,0,1,7,1,3,30.375,1,3,0.5,0,0.0,0,INN15493
2,0,1,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,118.15,0,0,8,2,4,23.630000000000003,0,2,0.2,0,0.0,0,INN15494
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,174.0,2,0,8,0,2,58.0,0,2,0.3333333333333333,0,0.0,1,INN15496
1,0,1,1,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,85.0,0,1,2,1,2,28.333333333333332,0,1,0.3333333333333333,0,0.0,0,INN15497
2,0,0,1,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,109.8,3,0,9,6,1,54.9,0,2,0.0,0,0.0,1,INN15501
2,1,1,2,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,102.6,1,0,12,6,3,25.65,1,3,0.25,0,0.0,1,INN15503
1,0,0,3,Meal Plan 1,1,Room_Type 1,5,Corporate,0,0,0,67.0,0,0,8,3,3,16.75,0,1,0.0,0,0.0,0,INN15506
3,0,1,2,Meal Plan 1,0,Room_Type 4,158,Offline,0,0,0,107.1,0,1,8,2,3,26.775,0,3,0.25,0,0.0,0,INN15507
2,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,116.1,1,0,6,5,1,58.05,0,2,0.0,0,0.0,1,INN15508
3,0,2,5,Meal Plan 1,1,Room_Type 4,129,Online,0,0,0,151.84,2,0,8,4,7,18.98,0,3,0.25,0,0.0,1,INN15509
2,0,2,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,139.28,0,1,10,1,4,27.856,0,2,0.4,0,0.0,0,INN15510
2,0,2,1,Meal Plan 2,0,Room_Type 1,2,Offline,0,0,0,94.5,0,1,8,1,3,23.625,0,2,0.5,0,0.0,0,INN15511
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,95.0,0,0,6,2,1,47.5,0,1,0.5,0,0.0,0,INN15512
2,0,2,1,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,105.8,0,1,3,0,3,26.45,0,2,0.5,0,0.0,0,INN15515
2,0,0,1,Not Selected,0,Room_Type 1,107,Online,0,0,0,79.2,0,1,11,6,1,39.6,0,2,0.0,0,0.0,0,INN15516
2,0,0,2,Meal Plan 1,0,Room_Type 4,2,Corporate,0,0,0,150.0,1,0,7,4,2,50.0,0,2,0.0,0,0.0,1,INN15517
2,0,0,4,Meal Plan 1,0,Room_Type 4,15,Online,0,0,0,116.0,1,0,8,4,4,23.2,0,2,0.0,0,0.0,1,INN15518
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,191.0,0,1,8,1,3,47.75,0,3,0.5,0,0.0,0,INN15520
3,0,2,1,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,151.47,0,1,8,1,3,37.8675,0,3,0.5,0,0.0,0,INN15521
2,0,2,5,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,82.45,0,1,3,1,7,10.30625,0,2,0.25,0,0.0,0,INN15523
1,0,1,0,Not Selected,0,Room_Type 1,2,Offline,0,0,0,75.0,1,0,2,2,1,37.5,0,1,0.5,0,0.0,1,INN15524
2,0,1,0,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,99.1,1,0,6,1,1,49.55,0,2,0.5,0,0.0,1,INN15525
2,0,0,1,Meal Plan 1,0,Room_Type 4,155,Online,0,0,0,118.8,1,1,8,5,1,59.4,0,2,0.0,0,0.0,1,INN15526
2,0,0,3,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,93.0,1,0,2,6,3,23.25,0,2,0.0,0,0.0,1,INN15527
2,0,0,1,Not Selected,0,Room_Type 1,88,Online,0,0,0,70.0,0,1,3,3,1,35.0,0,2,0.0,0,0.0,0,INN15529
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,143.33,2,0,10,1,3,35.8325,0,1,0.5,0,0.0,1,INN15531
3,0,0,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,159.3,0,1,6,5,2,53.1,0,3,0.0,0,0.0,0,INN15532
1,2,2,8,Meal Plan 1,0,Room_Type 6,3,Online,0,0,0,199.4,0,1,4,5,10,18.12727272727273,1,3,0.18181818181818182,0,0.0,0,INN15533
2,0,0,1,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,90.9,0,1,10,4,1,45.45,0,2,0.0,0,0.0,0,INN15534
2,0,0,3,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,140.4,0,0,5,5,3,35.1,0,2,0.0,0,0.0,0,INN15537
2,0,1,1,Meal Plan 1,0,Room_Type 2,216,Online,0,0,0,86.63,1,1,7,2,2,28.876666666666665,0,2,0.3333333333333333,0,0.0,1,INN15538
2,0,0,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,140.0,2,0,8,6,1,70.0,0,2,0.0,0,0.0,1,INN15539
2,0,2,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,145.5,1,0,10,2,4,29.1,0,2,0.4,0,0.0,1,INN15540
2,0,2,4,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,82.45,0,0,3,0,6,11.778571428571428,0,2,0.2857142857142857,0,0.0,0,INN15541
2,0,0,2,Meal Plan 1,1,Room_Type 1,72,Online,0,0,0,120.6,1,0,6,4,2,40.199999999999996,0,2,0.0,0,0.0,1,INN15542
2,0,2,1,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,81.2,0,1,1,2,3,20.3,0,2,0.5,0,0.0,0,INN15543
2,0,2,1,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,126.9,2,0,5,0,3,31.725,0,2,0.5,0,0.0,1,INN15545
1,0,0,2,Meal Plan 1,1,Room_Type 1,4,Aviation,0,0,0,104.0,0,0,4,3,2,34.666666666666664,0,1,0.0,0,0.0,0,INN15547
2,1,0,4,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,123.25,1,1,7,4,4,24.65,1,3,0.0,0,0.0,1,INN15548
2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,138.0,1,0,8,0,1,69.0,0,2,0.0,0,0.0,1,INN15549
2,0,0,4,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,110.8,1,0,6,4,4,22.16,0,2,0.0,0,0.0,1,INN15551
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,120.0,0,0,11,0,1,60.0,0,1,0.0,0,0.0,0,INN15552
2,0,1,0,Not Selected,1,Room_Type 1,0,Online,0,0,0,75.0,0,0,12,3,1,37.5,0,2,0.5,0,0.0,0,INN15554
2,0,1,1,Meal Plan 1,1,Room_Type 1,92,Online,0,0,0,85.5,0,0,8,3,2,28.5,0,2,0.3333333333333333,0,0.0,0,INN15555
2,0,0,3,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,77.0,0,1,11,4,3,19.25,0,2,0.0,0,0.0,0,INN15556
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,129.0,0,0,10,5,1,64.5,0,1,0.0,0,0.0,0,INN15558
2,0,1,5,Meal Plan 1,0,Room_Type 1,126,Online,0,0,0,88.68,1,0,4,3,6,12.668571428571429,0,2,0.14285714285714285,0,0.0,1,INN15559
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,118.0,1,0,3,2,2,39.333333333333336,0,2,0.3333333333333333,0,0.0,1,INN15561
1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,2,21,65.0,1,0,2,3,2,21.666666666666668,0,1,0.3333333333333333,23,0.08333333333333333,1,INN15562
1,0,1,0,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,100.1,1,0,11,1,1,50.05,0,1,0.5,0,0.0,1,INN15563
2,0,0,4,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,95.4,0,0,3,4,4,19.080000000000002,0,2,0.0,0,0.0,0,INN15565
2,0,2,2,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,89.25,2,0,4,1,4,17.85,0,2,0.4,0,0.0,1,INN15566
2,0,0,2,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,157.5,1,0,10,6,2,52.5,0,2,0.0,0,0.0,1,INN15568
2,0,2,0,Not Selected,0,Room_Type 1,11,Online,0,0,0,81.0,1,0,2,2,2,27.0,0,2,0.6666666666666666,0,0.0,1,INN15569
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,64.0,0,0,11,0,3,16.0,0,2,0.25,0,0.0,0,INN15571
2,0,1,1,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,104.0,2,0,12,0,2,34.666666666666664,0,2,0.3333333333333333,0,0.0,1,INN15572
1,0,1,1,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,65.0,0,0,4,0,2,21.666666666666668,0,1,0.3333333333333333,0,0.0,0,INN15573
2,0,0,3,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,12.0,2,0,9,5,3,3.0,0,2,0.0,0,0.0,1,INN15576
2,1,2,6,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,101.13,1,0,7,3,8,11.236666666666666,1,3,0.2222222222222222,0,0.0,1,INN15577
2,0,1,4,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,120.6,0,1,7,2,5,20.099999999999998,0,2,0.16666666666666666,0,0.0,0,INN15578
2,0,1,3,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,88.4,1,0,12,5,4,17.68,0,2,0.2,0,0.0,1,INN15579
2,0,1,2,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,72.8,0,1,2,3,3,18.2,0,2,0.25,0,0.0,0,INN15580
1,0,2,5,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,68.0,0,0,8,2,7,8.5,0,1,0.25,0,0.0,0,INN15581
2,0,2,4,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,99.45,1,0,8,6,6,14.207142857142857,0,2,0.2857142857142857,0,0.0,1,INN15582
2,0,2,1,Meal Plan 1,0,Room_Type 1,55,Offline,0,0,0,60.0,1,0,1,2,3,15.0,0,2,0.5,0,0.0,1,INN15583
3,0,2,1,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,159.3,0,1,5,1,3,39.825,0,3,0.5,0,0.0,0,INN15584
2,0,0,2,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,93.6,0,1,11,6,2,31.2,0,2,0.0,0,0.0,0,INN15585
2,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,134.1,0,1,9,3,1,67.05,0,2,0.0,0,0.0,0,INN15586
2,0,1,0,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,85.0,1,1,11,2,1,42.5,0,2,0.5,0,0.0,1,INN15587
2,0,0,1,Not Selected,0,Room_Type 1,8,Online,1,0,1,0.0,2,0,12,4,1,0.0,0,2,0.0,1,0.0,1,INN15588
2,0,1,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,60.0,1,0,1,1,2,20.0,0,2,0.3333333333333333,0,0.0,1,INN15589
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,84.0,0,0,11,6,1,42.0,0,2,0.0,0,0.0,0,INN15590
2,1,1,3,Meal Plan 1,0,Room_Type 6,72,Online,0,0,0,116.27,1,0,10,2,4,23.253999999999998,1,3,0.2,0,0.0,1,INN15594
2,0,0,2,Not Selected,0,Room_Type 1,128,Online,0,0,0,100.29,3,0,9,6,2,33.43,0,2,0.0,0,0.0,1,INN15596
2,2,0,2,Meal Plan 1,0,Room_Type 7,111,Online,0,0,0,262.7,0,1,8,6,2,87.56666666666666,1,4,0.0,0,0.0,0,INN15599
2,0,1,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,174.25,2,0,11,2,3,43.5625,0,2,0.25,0,0.0,1,INN15602
1,0,0,1,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,93.8,1,0,3,3,1,46.9,0,1,0.0,0,0.0,1,INN15603
3,0,2,5,Meal Plan 1,0,Room_Type 4,96,Online,0,0,0,141.56,2,0,7,0,7,17.695,0,3,0.25,0,0.0,1,INN15604
2,0,1,2,Meal Plan 1,0,Room_Type 1,163,Online,0,0,0,119.7,1,1,5,6,3,29.925,0,2,0.25,0,0.0,1,INN15605
2,0,2,0,Not Selected,0,Room_Type 1,87,Online,0,0,0,85.5,0,1,6,1,2,28.5,0,2,0.6666666666666666,0,0.0,0,INN15606
3,0,2,2,Meal Plan 1,0,Room_Type 1,145,Online,0,0,0,134.3,2,0,7,0,4,26.860000000000003,0,3,0.4,0,0.0,1,INN15607
3,0,2,2,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,119.0,1,0,12,6,4,23.8,0,3,0.4,0,0.0,1,INN15608
2,0,0,1,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,96.0,1,0,12,4,1,48.0,0,2,0.0,0,0.0,1,INN15609
2,0,0,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,135.5,2,0,10,6,2,45.166666666666664,0,2,0.0,0,0.0,1,INN15611
2,0,0,4,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,56.94,0,0,3,4,4,11.388,0,2,0.0,0,0.0,0,INN15612
2,0,0,1,Not Selected,0,Room_Type 1,30,Online,0,0,0,125.1,1,0,7,4,1,62.55,0,2,0.0,0,0.0,1,INN15613
2,0,2,1,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,133.2,0,0,8,0,3,33.3,0,2,0.5,0,0.0,0,INN15614
2,0,2,2,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,63.58,0,0,3,0,4,12.716,0,2,0.4,0,0.0,0,INN15615
2,0,1,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,154.33,0,0,7,6,3,38.5825,0,2,0.25,0,0.0,0,INN15617
2,0,0,1,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,165.0,1,0,5,5,1,82.5,0,2,0.0,0,0.0,1,INN15618
2,0,0,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,77.0,1,0,1,6,1,38.5,0,2,0.0,0,0.0,1,INN15619
1,1,0,2,Not Selected,0,Room_Type 1,84,Online,0,0,0,80.1,0,0,10,3,2,26.7,1,2,0.0,0,0.0,0,INN15624
2,2,2,1,Meal Plan 1,0,Room_Type 6,28,Online,0,0,0,219.0,0,1,10,1,3,54.75,1,4,0.5,0,0.0,0,INN15625
2,0,2,5,Not Selected,0,Room_Type 1,13,Online,0,0,0,59.33,1,0,11,0,7,7.41625,0,2,0.25,0,0.0,1,INN15626
2,0,0,3,Not Selected,0,Room_Type 1,122,Online,0,0,0,94.5,0,0,5,3,3,23.625,0,2,0.0,0,0.0,0,INN15628
2,0,2,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,95.0,0,0,4,6,4,19.0,0,2,0.4,0,0.0,0,INN15630
2,0,0,3,Meal Plan 1,0,Room_Type 4,118,Online,0,0,0,118.8,1,0,8,3,3,29.7,0,2,0.0,0,0.0,1,INN15631
2,0,1,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,88.4,2,0,11,5,4,17.68,0,2,0.2,0,0.0,1,INN15634
1,0,0,3,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,149.4,1,0,6,5,3,37.35,0,1,0.0,0,0.0,1,INN15635
2,0,1,1,Meal Plan 1,1,Room_Type 1,6,Online,0,0,0,164.5,3,0,10,2,2,54.833333333333336,0,2,0.3333333333333333,0,0.0,1,INN15636
2,0,2,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,126.9,1,0,5,1,3,31.725,0,2,0.5,0,0.0,1,INN15637
1,0,2,1,Meal Plan 2,0,Room_Type 1,2,Offline,0,0,0,72.5,0,0,8,1,3,18.125,0,1,0.5,0,0.0,0,INN15638
2,0,2,5,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,88.4,1,0,12,3,7,11.05,0,2,0.25,0,0.0,1,INN15639
3,0,1,3,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,115.6,2,0,3,2,4,23.119999999999997,0,3,0.2,0,0.0,1,INN15640
2,0,2,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,98.1,0,0,10,0,3,24.525,0,2,0.5,0,0.0,0,INN15641
2,0,2,2,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,85.5,0,0,10,1,4,17.1,0,2,0.4,0,0.0,0,INN15642
2,0,2,1,Not Selected,0,Room_Type 2,150,Online,0,0,0,0.0,1,0,4,0,3,0.0,0,2,0.5,0,0.0,1,INN15644
3,0,0,3,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,133.33,0,0,3,4,3,33.3325,0,3,0.0,0,0.0,0,INN15645
2,1,1,4,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,134.1,0,1,8,4,5,22.349999999999998,1,3,0.16666666666666666,0,0.0,0,INN15646
2,0,0,3,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,104.4,0,0,3,5,3,26.1,0,2,0.0,0,0.0,0,INN15648
2,0,2,4,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,66.53,1,0,7,0,6,9.504285714285714,0,2,0.2857142857142857,0,0.0,1,INN15649
2,0,1,4,Meal Plan 2,0,Room_Type 1,133,Offline,0,0,0,106.0,0,0,6,2,5,17.666666666666668,0,2,0.16666666666666666,0,0.0,0,INN15650
2,1,1,3,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,90.32,2,0,12,2,4,18.064,1,3,0.2,0,0.0,1,INN15652
2,0,2,3,Meal Plan 2,0,Room_Type 1,12,Online,0,0,0,129.0,2,0,2,2,5,21.5,0,2,0.3333333333333333,0,0.0,1,INN15655
2,0,0,5,Not Selected,0,Room_Type 1,222,Online,0,0,0,70.55,2,0,12,3,5,11.758333333333333,0,2,0.0,0,0.0,1,INN15657
1,0,0,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,77.5,1,0,1,4,3,19.375,0,1,0.0,0,0.0,1,INN15658
2,0,0,4,Meal Plan 1,0,Room_Type 1,171,Online,0,0,0,95.2,1,0,7,4,4,19.04,0,2,0.0,0,0.0,1,INN15659
2,0,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,107.0,0,0,12,2,2,35.666666666666664,0,2,0.6666666666666666,0,0.0,0,INN15661
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,120.0,0,0,10,5,1,60.0,0,2,0.0,0,0.0,0,INN15663
2,1,2,2,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,130.5,0,0,7,1,4,26.1,1,3,0.4,0,0.0,0,INN15664
2,0,0,3,Meal Plan 1,0,Room_Type 1,186,Online,0,0,0,64.56,0,1,11,5,3,16.14,0,2,0.0,0,0.0,0,INN15665
2,0,0,3,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,68.0,1,0,11,5,3,17.0,0,2,0.0,0,0.0,1,INN15666
2,0,2,4,Meal Plan 1,0,Room_Type 1,75,Online,0,0,0,88.4,1,0,12,4,6,12.62857142857143,0,2,0.2857142857142857,0,0.0,1,INN15667
2,0,0,2,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,135.9,0,1,9,6,2,45.300000000000004,0,2,0.0,0,0.0,0,INN15669
2,0,1,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,79.0,1,0,2,0,3,19.75,0,2,0.25,0,0.0,1,INN15670
2,0,0,2,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,104.0,0,1,12,6,2,34.666666666666664,0,2,0.0,0,0.0,0,INN15672
1,0,2,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,38.0,0,0,1,1,3,9.5,0,1,0.5,0,0.0,0,INN15673
3,0,1,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,168.3,0,1,7,6,3,42.075,0,3,0.25,0,0.0,0,INN15675
2,0,0,1,Not Selected,1,Room_Type 1,0,Online,0,0,0,90.0,1,0,8,6,1,45.0,0,2,0.0,0,0.0,1,INN15676
1,0,2,1,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,73.6,0,0,1,1,3,18.4,0,1,0.5,0,0.0,0,INN15677
2,0,0,1,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,80.85,1,0,11,0,1,40.425,0,2,0.0,0,0.0,1,INN15678
2,0,1,0,Meal Plan 1,0,Room_Type 4,70,Online,0,0,0,127.8,0,1,7,1,1,63.9,0,2,0.5,0,0.0,0,INN15679
2,0,0,2,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,140.4,0,1,3,6,2,46.800000000000004,0,2,0.0,0,0.0,0,INN15683
2,0,1,2,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,111.33,1,0,9,3,3,27.8325,0,2,0.25,0,0.0,1,INN15684
2,0,0,4,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,55.59,0,0,1,4,4,11.118,0,2,0.0,0,0.0,0,INN15685
1,0,1,0,Meal Plan 1,1,Room_Type 1,3,Corporate,1,0,1,67.0,0,0,9,2,1,33.5,0,1,0.5,1,0.0,0,INN15686
3,0,0,3,Meal Plan 1,0,Room_Type 4,232,Online,0,0,0,110.7,0,1,11,5,3,27.675,0,3,0.0,0,0.0,0,INN15688
2,0,4,7,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,71.22,0,0,3,1,11,5.935,0,2,0.3333333333333333,0,0.0,0,INN15689
2,0,2,2,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,90.95,1,0,4,1,4,18.19,0,2,0.4,0,0.0,1,INN15690
1,0,0,2,Meal Plan 1,0,Room_Type 1,0,Aviation,0,0,0,95.0,0,0,6,3,2,31.666666666666668,0,1,0.0,0,0.0,0,INN15691
2,0,2,2,Not Selected,0,Room_Type 1,97,Online,0,0,0,74.8,1,1,11,1,4,14.959999999999999,0,2,0.4,0,0.0,1,INN15694
2,1,2,1,Meal Plan 2,0,Room_Type 1,52,Offline,0,0,0,107.0,1,0,3,0,3,26.75,1,3,0.5,0,0.0,1,INN15696
2,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,77.71,0,0,6,6,2,25.903333333333332,0,2,0.0,0,0.0,0,INN15698
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,115.0,0,1,6,1,2,38.333333333333336,0,1,0.6666666666666666,0,0.0,0,INN15700
1,0,1,0,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,65.0,0,0,10,3,1,32.5,0,1,0.5,0,0.0,0,INN15701
2,0,0,3,Not Selected,0,Room_Type 1,0,Online,0,0,0,149.0,0,0,5,5,3,37.25,0,2,0.0,0,0.0,0,INN15702
2,0,1,4,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,102.0,0,0,8,3,5,17.0,0,2,0.16666666666666666,0,0.0,0,INN15704
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,93.0,0,1,2,6,3,23.25,0,2,0.0,0,0.0,0,INN15705
2,0,2,4,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,76.5,0,1,7,5,6,10.928571428571429,0,2,0.2857142857142857,0,0.0,0,INN15707
1,0,0,3,Not Selected,0,Room_Type 1,1,Online,0,0,0,78.0,1,0,12,3,3,19.5,0,1,0.0,0,0.0,1,INN15709
2,0,2,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,133.6,3,0,10,2,5,22.266666666666666,0,2,0.3333333333333333,0,0.0,1,INN15710
2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,89.0,0,0,3,4,1,44.5,0,2,0.0,0,0.0,0,INN15711
2,0,2,4,Meal Plan 1,0,Room_Type 4,4,Offline,0,0,0,80.2,0,0,2,2,6,11.457142857142857,0,2,0.2857142857142857,0,0.0,0,INN15713
2,0,2,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,87.0,0,0,2,2,3,21.75,0,2,0.5,0,0.0,0,INN15714
2,0,0,1,Not Selected,0,Room_Type 1,10,Online,0,0,0,139.0,1,1,7,0,1,69.5,0,2,0.0,0,0.0,1,INN15715
3,0,1,4,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,159.3,0,1,8,2,5,26.55,0,3,0.16666666666666666,0,0.0,0,INN15717
2,0,0,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,121.0,1,0,6,3,3,30.25,0,2,0.0,0,0.0,1,INN15718
2,0,2,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,171.33,1,0,9,1,3,42.8325,0,2,0.5,0,0.0,1,INN15719
2,2,0,4,Meal Plan 1,0,Room_Type 6,77,Online,0,0,0,198.9,1,0,5,3,4,39.78,1,4,0.0,0,0.0,1,INN15720
2,0,2,5,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,54.63,0,0,10,1,7,6.82875,0,2,0.25,0,0.0,0,INN15721
2,0,2,1,Meal Plan 1,0,Room_Type 1,238,Online,0,0,0,86.7,0,1,12,0,3,21.675,0,2,0.5,0,0.0,0,INN15722
1,0,0,1,Meal Plan 1,1,Room_Type 1,4,Online,0,0,0,100.0,2,0,11,4,1,50.0,0,1,0.0,0,0.0,1,INN15723
2,0,1,3,Meal Plan 1,0,Room_Type 1,212,Online,0,0,0,129.65,1,1,9,2,4,25.93,0,2,0.2,0,0.0,1,INN15724
3,0,0,4,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,119.0,2,0,12,4,4,23.8,0,3,0.0,0,0.0,1,INN15725
2,0,1,1,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,144.9,0,0,8,2,2,48.300000000000004,0,2,0.3333333333333333,0,0.0,0,INN15726
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,90.0,0,0,11,5,2,30.0,0,2,0.0,0,0.0,0,INN15728
2,0,0,4,Not Selected,0,Room_Type 1,61,Online,0,0,0,74.8,0,1,11,4,4,14.959999999999999,0,2,0.0,0,0.0,0,INN15729
1,0,2,0,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,127.0,1,1,10,1,2,42.333333333333336,0,1,0.6666666666666666,0,0.0,1,INN15730
2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,129.0,0,0,5,6,1,64.5,0,2,0.0,0,0.0,0,INN15731
3,0,1,1,Meal Plan 1,0,Room_Type 4,87,Online,0,0,0,135.27,1,0,8,2,2,45.09,0,3,0.3333333333333333,0,0.0,1,INN15732
2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,110.0,1,0,5,3,2,36.666666666666664,0,2,0.0,0,0.0,1,INN15734
2,0,2,2,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,95.2,0,1,8,6,4,19.04,0,2,0.4,0,0.0,0,INN15737
